1: (('white', 'dis_0'), 'forward', ('white', 'dis_0'), -1.0, False)
3453: (('black', 'dis_3'), 'forward', ('white', 'dis_2'), -13.0, False)
3454: (('black', 'dis_3'), 'forward', ('white', 'dis_3'), -14.0, False)
3455: (('black', 'dis_3'), 'forward', ('white', 'dis_4'), -15.0, False)
3456: (('black', 'dis_3'), 'forward', ('yellow', 'dis_0'), -21.0, False)
3457: (('black', 'dis_3'), 'forward', ('yellow', 'dis_1'), -22.0, False)
3458: (('black', 'dis_3'), 'forward', ('yellow', 'dis_2'), -23.0, False)
3459: (('black', 'dis_3'), 'forward', ('yellow', 'dis_3'), -24.0, False)
3460: (('black', 'dis_3'), 'forward', ('yellow', 'dis_4'), -25.0, False)
3461: (('black', 'dis_3'), 'forward', ('blue', 'dis_0'), -31.0, False)
3462: (('black', 'dis_3'), 'forward', ('blue', 'dis_1'), -32.0, False)
3463: (('black', 'dis_3'), 'forward', ('blue', 'dis_2'), -33.0, False)
3464: (('black', 'dis_3'), 'forward', ('blue', 'dis_3'), -34.0, False)
3465: (('black', 'dis_3'), 'forward', ('blue', 'dis_4'), -35.0, False)
3466: (('black', 'dis_3'), 'forward', ('red', 'dis_0'), -41.0, False)
3467: (('black', 'dis_3'), 'forward', ('red', 'dis_1'), -42.0, False)
3468: (('black', 'dis_3'), 'forward', ('red', 'dis_2'), -43.0, False)
3469: (('black', 'dis_3'), 'forward', ('red', 'dis_3'), -44.0, False)
3470: (('black', 'dis_3'), 'forward', ('red', 'dis_4'), 55.0, True)
3471: (('black', 'dis_3'), 'forward', ('black', 'dis_0'), -1.0, False)
3472: (('black', 'dis_3'), 'forward', ('black', 'dis_1'), -2.0, False)
3473: (('black', 'dis_3'), 'forward', ('black', 'dis_2'), -3.0, False)
3474: (('black', 'dis_3'), 'forward', ('black', 'dis_3'), -4.0, False)
3475: (('black', 'dis_3'), 'forward', ('black', 'dis_4'), -5.0, False)
3476: (('black', 'dis_3'), 'forward', ('brown', 'dis_0'), 99.0, False)
3477: (('black', 'dis_3'), 'forward', ('brown', 'dis_1'), 98.0, False)
3478: (('black', 'dis_3'), 'forward', ('brown', 'dis_2'), 97.0, False)
3479: (('black', 'dis_3'), 'forward', ('brown', 'dis_3'), 96.0, False)
3480: (('black', 'dis_3'), 'forward', ('brown', 'dis_4'), 95.0, False)
3481: (('black', 'dis_3'), 'backward', ('white', 'dis_0'), -11.0, False)
3482: (('black', 'dis_3'), 'backward', ('white', 'dis_1'), -12.0, False)
3483: (('black', 'dis_3'), 'backward', ('white', 'dis_2'), -13.0, False)
3484: (('black', 'dis_3'), 'backward', ('white', 'dis_3'), -14.0, False)
3485: (('black', 'dis_3'), 'backward', ('white', 'dis_4'), -15.0, False)
3486: (('black', 'dis_3'), 'backward', ('yellow', 'dis_0'), -21.0, False)
3487: (('black', 'dis_3'), 'backward', ('yellow', 'dis_1'), -22.0, False)
3488: (('black', 'dis_3'), 'backward', ('yellow', 'dis_2'), -23.0, False)
3489: (('black', 'dis_3'), 'backward', ('yellow', 'dis_3'), -24.0, False)
3490: (('black', 'dis_3'), 'backward', ('yellow', 'dis_4'), -25.0, False)
3491: (('black', 'dis_3'), 'backward', ('blue', 'dis_0'), -31.0, False)
3492: (('black', 'dis_3'), 'backward', ('blue', 'dis_1'), -32.0, False)
3493: (('black', 'dis_3'), 'backward', ('blue', 'dis_2'), -33.0, False)
3494: (('black', 'dis_3'), 'backward', ('blue', 'dis_3'), -34.0, False)
3495: (('black', 'dis_3'), 'backward', ('blue', 'dis_4'), -35.0, False)
3496: (('black', 'dis_3'), 'backward', ('red', 'dis_0'), -41.0, False)
3497: (('black', 'dis_3'), 'backward', ('red', 'dis_1'), -42.0, False)
3498: (('black', 'dis_3'), 'backward', ('red', 'dis_2'), -43.0, False)
3499: (('black', 'dis_3'), 'backward', ('red', 'dis_3'), -44.0, False)
3500: (('black', 'dis_3'), 'backward', ('red', 'dis_4'), 55.0, True)
3501: (('black', 'dis_3'), 'backward', ('black', 'dis_0'), -1.0, False)
3502: (('black', 'dis_3'), 'backward', ('black', 'dis_1'), -2.0, False)
3503: (('black', 'dis_3'), 'backward', ('black', 'dis_2'), -3.0, False)
3504: (('black', 'dis_3'), 'backward', ('black', 'dis_3'), -4.0, False)
3505: (('black', 'dis_3'), 'backward', ('black', 'dis_4'), -5.0, False)
3506: (('black', 'dis_3'), 'backward', ('brown', 'dis_0'), 99.0, False)
3507: (('black', 'dis_3'), 'backward', ('brown', 'dis_1'), 98.0, False)
3508: (('black', 'dis_3'), 'backward', ('brown', 'dis_2'), 97.0, False)
3509: (('black', 'dis_3'), 'backward', ('brown', 'dis_3'), 96.0, False)
3510: (('black', 'dis_3'), 'backward', ('brown', 'dis_4'), 95.0, False)
3511: (('black', 'dis_3'), 'right', ('white', 'dis_0'), -11.0, False)
3512: (('black', 'dis_3'), 'right', ('white', 'dis_1'), -12.0, False)
3513: (('black', 'dis_3'), 'right', ('white', 'dis_2'), -13.0, False)
3514: (('black', 'dis_3'), 'right', ('white', 'dis_3'), -14.0, False)
3515: (('black', 'dis_3'), 'right', ('white', 'dis_4'), -15.0, False)
3516: (('black', 'dis_3'), 'right', ('yellow', 'dis_0'), -21.0, False)
3517: (('black', 'dis_3'), 'right', ('yellow', 'dis_1'), -22.0, False)
3518: (('black', 'dis_3'), 'right', ('yellow', 'dis_2'), -23.0, False)
3519: (('black', 'dis_3'), 'right', ('yellow', 'dis_3'), -24.0, False)
3520: (('black', 'dis_3'), 'right', ('yellow', 'dis_4'), -25.0, False)
3521: (('black', 'dis_3'), 'right', ('blue', 'dis_0'), -31.0, False)
3522: (('black', 'dis_3'), 'right', ('blue', 'dis_1'), -32.0, False)
3523: (('black', 'dis_3'), 'right', ('blue', 'dis_2'), -33.0, False)
3524: (('black', 'dis_3'), 'right', ('blue', 'dis_3'), -34.0, False)
3525: (('black', 'dis_3'), 'right', ('blue', 'dis_4'), -35.0, False)
3526: (('black', 'dis_3'), 'right', ('red', 'dis_0'), -41.0, False)
3527: (('black', 'dis_3'), 'right', ('red', 'dis_1'), -42.0, False)
3528: (('black', 'dis_3'), 'right', ('red', 'dis_2'), -43.0, False)
3529: (('black', 'dis_3'), 'right', ('red', 'dis_3'), -44.0, False)
3530: (('black', 'dis_3'), 'right', ('red', 'dis_4'), 55.0, True)
3531: (('black', 'dis_3'), 'right', ('black', 'dis_0'), -1.0, False)
3532: (('black', 'dis_3'), 'right', ('black', 'dis_1'), -2.0, False)
3533: (('black', 'dis_3'), 'right', ('black', 'dis_2'), -3.0, False)
3534: (('black', 'dis_3'), 'right', ('black', 'dis_3'), -4.0, False)
3535: (('black', 'dis_3'), 'right', ('black', 'dis_4'), -5.0, False)
3536: (('black', 'dis_3'), 'right', ('brown', 'dis_0'), 99.0, False)
3537: (('black', 'dis_3'), 'right', ('brown', 'dis_1'), 98.0, False)
3538: (('black', 'dis_3'), 'right', ('brown', 'dis_2'), 97.0, False)
3539: (('black', 'dis_3'), 'right', ('brown', 'dis_3'), 96.0, False)
3540: (('black', 'dis_3'), 'right', ('brown', 'dis_4'), 95.0, False)
3541: (('black', 'dis_3'), 'left', ('white', 'dis_0'), -11.0, False)
3542: (('black', 'dis_3'), 'left', ('white', 'dis_1'), -12.0, False)
3543: (('black', 'dis_3'), 'left', ('white', 'dis_2'), -13.0, False)
3544: (('black', 'dis_3'), 'left', ('white', 'dis_3'), -14.0, False)
3545: (('black', 'dis_3'), 'left', ('white', 'dis_4'), -15.0, False)
3546: (('black', 'dis_3'), 'left', ('yellow', 'dis_0'), -21.0, False)
3547: (('black', 'dis_3'), 'left', ('yellow', 'dis_1'), -22.0, False)
3548: (('black', 'dis_3'), 'left', ('yellow', 'dis_2'), -23.0, False)
3549: (('black', 'dis_3'), 'left', ('yellow', 'dis_3'), -24.0, False)
3550: (('black', 'dis_3'), 'left', ('yellow', 'dis_4'), -25.0, False)
3551: (('black', 'dis_3'), 'left', ('blue', 'dis_0'), -31.0, False)
3552: (('black', 'dis_3'), 'left', ('blue', 'dis_1'), -32.0, False)
3553: (('black', 'dis_3'), 'left', ('blue', 'dis_2'), -33.0, False)
3554: (('black', 'dis_3'), 'left', ('blue', 'dis_3'), -34.0, False)
3555: (('black', 'dis_3'), 'left', ('blue', 'dis_4'), -35.0, False)
3556: (('black', 'dis_3'), 'left', ('red', 'dis_0'), -41.0, False)
3557: (('black', 'dis_3'), 'left', ('red', 'dis_1'), -42.0, False)
3558: (('black', 'dis_3'), 'left', ('red', 'dis_2'), -43.0, False)
3559: (('black', 'dis_3'), 'left', ('red', 'dis_3'), -44.0, False)
3560: (('black', 'dis_3'), 'left', ('red', 'dis_4'), 55.0, True)
3561: (('black', 'dis_3'), 'left', ('black', 'dis_0'), -1.0, False)
3562: (('black', 'dis_3'), 'left', ('black', 'dis_1'), -2.0, False)
3563: (('black', 'dis_3'), 'left', ('black', 'dis_2'), -3.0, False)
3564: (('black', 'dis_3'), 'left', ('black', 'dis_3'), -4.0, False)
3565: (('black', 'dis_3'), 'left', ('black', 'dis_4'), -5.0, False)
3566: (('black', 'dis_3'), 'left', ('brown', 'dis_0'), 99.0, False)
3567: (('black', 'dis_3'), 'left', ('brown', 'dis_1'), 98.0, False)
3568: (('black', 'dis_3'), 'left', ('brown', 'dis_2'), 97.0, False)
3569: (('black', 'dis_3'), 'left', ('brown', 'dis_3'), 96.0, False)
3570: (('black', 'dis_3'), 'left', ('brown', 'dis_4'), 95.0, False)
3571: (('black', 'dis_3'), 'stop', ('white', 'dis_0'), -11.0, False)
3572: (('black', 'dis_3'), 'stop', ('white', 'dis_1'), -12.0, False)
3573: (('black', 'dis_3'), 'stop', ('white', 'dis_2'), -13.0, False)
3574: (('black', 'dis_3'), 'stop', ('white', 'dis_3'), -14.0, False)
3575: (('black', 'dis_3'), 'stop', ('white', 'dis_4'), -15.0, False)
3576: (('black', 'dis_3'), 'stop', ('yellow', 'dis_0'), -21.0, False)
3577: (('black', 'dis_3'), 'stop', ('yellow', 'dis_1'), -22.0, False)
3578: (('black', 'dis_3'), 'stop', ('yellow', 'dis_2'), -23.0, False)
3579: (('black', 'dis_3'), 'stop', ('yellow', 'dis_3'), -24.0, False)
3580: (('black', 'dis_3'), 'stop', ('yellow', 'dis_4'), -25.0, False)
3581: (('black', 'dis_3'), 'stop', ('blue', 'dis_0'), -31.0, False)
3582: (('black', 'dis_3'), 'stop', ('blue', 'dis_1'), -32.0, False)
3583: (('black', 'dis_3'), 'stop', ('blue', 'dis_2'), -33.0, False)
3584: (('black', 'dis_3'), 'stop', ('blue', 'dis_3'), -34.0, False)
3585: (('black', 'dis_3'), 'stop', ('blue', 'dis_4'), -35.0, False)
3586: (('black', 'dis_3'), 'stop', ('red', 'dis_0'), -41.0, False)
3587: (('black', 'dis_3'), 'stop', ('red', 'dis_1'), -42.0, False)
3588: (('black', 'dis_3'), 'stop', ('red', 'dis_2'), -43.0, False)
3589: (('black', 'dis_3'), 'stop', ('red', 'dis_3'), -44.0, False)
3590: (('black', 'dis_3'), 'stop', ('red', 'dis_4'), 55.0, True)
3591: (('black', 'dis_3'), 'stop', ('black', 'dis_0'), -1.0, False)
3592: (('black', 'dis_3'), 'stop', ('black', 'dis_1'), -2.0, False)
3593: (('black', 'dis_3'), 'stop', ('black', 'dis_2'), -3.0, False)
3594: (('black', 'dis_3'), 'stop', ('black', 'dis_3'), -4.0, False)
3595: (('black', 'dis_3'), 'stop', ('black', 'dis_4'), -5.0, False)
3596: (('black', 'dis_3'), 'stop', ('brown', 'dis_0'), 99.0, False)
3597: (('black', 'dis_3'), 'stop', ('brown', 'dis_1'), 98.0, False)
3598: (('black', 'dis_3'), 'stop', ('brown', 'dis_2'), 97.0, False)
3599: (('black', 'dis_3'), 'stop', ('brown', 'dis_3'), 96.0, False)
3600: (('black', 'dis_3'), 'stop', ('brown', 'dis_4'), 95.0, False)
3601: (('black', 'dis_4'), 'forward', ('white', 'dis_0'), -11.0, False)
3602: (('black', 'dis_4'), 'forward', ('white', 'dis_1'), -12.0, False)
3603: (('black', 'dis_4'), 'forward', ('white', 'dis_2'), -13.0, False)
3604: (('black', 'dis_4'), 'forward', ('white', 'dis_3'), -14.0, False)
3605: (('black', 'dis_4'), 'forward', ('white', 'dis_4'), -15.0, False)
3606: (('black', 'dis_4'), 'forward', ('yellow', 'dis_0'), -21.0, False)
3607: (('black', 'dis_4'), 'forward', ('yellow', 'dis_1'), -22.0, False)
3608: (('black', 'dis_4'), 'forward', ('yellow', 'dis_2'), -23.0, False)
3609: (('black', 'dis_4'), 'forward', ('yellow', 'dis_3'), -24.0, False)
3610: (('black', 'dis_4'), 'forward', ('yellow', 'dis_4'), -25.0, False)
3611: (('black', 'dis_4'), 'forward', ('blue', 'dis_0'), -31.0, False)
3612: (('black', 'dis_4'), 'forward', ('blue', 'dis_1'), -32.0, False)
3613: (('black', 'dis_4'), 'forward', ('blue', 'dis_2'), -33.0, False)
3614: (('black', 'dis_4'), 'forward', ('blue', 'dis_3'), -34.0, False)
3615: (('black', 'dis_4'), 'forward', ('blue', 'dis_4'), -35.0, False)
3616: (('black', 'dis_4'), 'forward', ('red', 'dis_0'), -41.0, False)
3617: (('black', 'dis_4'), 'forward', ('red', 'dis_1'), -42.0, False)
3618: (('black', 'dis_4'), 'forward', ('red', 'dis_2'), -43.0, False)
3619: (('black', 'dis_4'), 'forward', ('red', 'dis_3'), -44.0, False)
3620: (('black', 'dis_4'), 'forward', ('red', 'dis_4'), 55.0, True)
3621: (('black', 'dis_4'), 'forward', ('black', 'dis_0'), -1.0, False)
3622: (('black', 'dis_4'), 'forward', ('black', 'dis_1'), -2.0, False)
3623: (('black', 'dis_4'), 'forward', ('black', 'dis_2'), -3.0, False)
3624: (('black', 'dis_4'), 'forward', ('black', 'dis_3'), -4.0, False)
3625: (('black', 'dis_4'), 'forward', ('black', 'dis_4'), -5.0, False)
3626: (('black', 'dis_4'), 'forward', ('brown', 'dis_0'), 99.0, False)
3627: (('black', 'dis_4'), 'forward', ('brown', 'dis_1'), 98.0, False)
3628: (('black', 'dis_4'), 'forward', ('brown', 'dis_2'), 97.0, False)
3629: (('black', 'dis_4'), 'forward', ('brown', 'dis_3'), 96.0, False)
3630: (('black', 'dis_4'), 'forward', ('brown', 'dis_4'), 95.0, False)
3631: (('black', 'dis_4'), 'backward', ('white', 'dis_0'), -11.0, False)
3632: (('black', 'dis_4'), 'backward', ('white', 'dis_1'), -12.0, False)
3633: (('black', 'dis_4'), 'backward', ('white', 'dis_2'), -13.0, False)
3634: (('black', 'dis_4'), 'backward', ('white', 'dis_3'), -14.0, False)
3635: (('black', 'dis_4'), 'backward', ('white', 'dis_4'), -15.0, False)
3636: (('black', 'dis_4'), 'backward', ('yellow', 'dis_0'), -21.0, False)
3637: (('black', 'dis_4'), 'backward', ('yellow', 'dis_1'), -22.0, False)
3638: (('black', 'dis_4'), 'backward', ('yellow', 'dis_2'), -23.0, False)
3639: (('black', 'dis_4'), 'backward', ('yellow', 'dis_3'), -24.0, False)
3640: (('black', 'dis_4'), 'backward', ('yellow', 'dis_4'), -25.0, False)
3641: (('black', 'dis_4'), 'backward', ('blue', 'dis_0'), -31.0, False)
3642: (('black', 'dis_4'), 'backward', ('blue', 'dis_1'), -32.0, False)
3643: (('black', 'dis_4'), 'backward', ('blue', 'dis_2'), -33.0, False)
3644: (('black', 'dis_4'), 'backward', ('blue', 'dis_3'), -34.0, False)
3645: (('black', 'dis_4'), 'backward', ('blue', 'dis_4'), -35.0, False)
3646: (('black', 'dis_4'), 'backward', ('red', 'dis_0'), -41.0, False)
3647: (('black', 'dis_4'), 'backward', ('red', 'dis_1'), -42.0, False)
3648: (('black', 'dis_4'), 'backward', ('red', 'dis_2'), -43.0, False)
3649: (('black', 'dis_4'), 'backward', ('red', 'dis_3'), -44.0, False)
3650: (('black', 'dis_4'), 'backward', ('red', 'dis_4'), 55.0, True)
3651: (('black', 'dis_4'), 'backward', ('black', 'dis_0'), -1.0, False)
3652: (('black', 'dis_4'), 'backward', ('black', 'dis_1'), -2.0, False)
3653: (('black', 'dis_4'), 'backward', ('black', 'dis_2'), -3.0, False)
3654: (('black', 'dis_4'), 'backward', ('black', 'dis_3'), -4.0, False)
3655: (('black', 'dis_4'), 'backward', ('black', 'dis_4'), -5.0, False)
3656: (('black', 'dis_4'), 'backward', ('brown', 'dis_0'), 99.0, False)
3657: (('black', 'dis_4'), 'backward', ('brown', 'dis_1'), 98.0, False)
3658: (('black', 'dis_4'), 'backward', ('brown', 'dis_2'), 97.0, False)
3659: (('black', 'dis_4'), 'backward', ('brown', 'dis_3'), 96.0, False)
3660: (('black', 'dis_4'), 'backward', ('brown', 'dis_4'), 95.0, False)
3661: (('black', 'dis_4'), 'right', ('white', 'dis_0'), -11.0, False)
3662: (('black', 'dis_4'), 'right', ('white', 'dis_1'), -12.0, False)
3663: (('black', 'dis_4'), 'right', ('white', 'dis_2'), -13.0, False)
3664: (('black', 'dis_4'), 'right', ('white', 'dis_3'), -14.0, False)
3665: (('black', 'dis_4'), 'right', ('white', 'dis_4'), -15.0, False)
3666: (('black', 'dis_4'), 'right', ('yellow', 'dis_0'), -21.0, False)
3667: (('black', 'dis_4'), 'right', ('yellow', 'dis_1'), -22.0, False)
3668: (('black', 'dis_4'), 'right', ('yellow', 'dis_2'), -23.0, False)
3669: (('black', 'dis_4'), 'right', ('yellow', 'dis_3'), -24.0, False)
3670: (('black', 'dis_4'), 'right', ('yellow', 'dis_4'), -25.0, False)
3671: (('black', 'dis_4'), 'right', ('blue', 'dis_0'), -31.0, False)
3672: (('black', 'dis_4'), 'right', ('blue', 'dis_1'), -32.0, False)
3673: (('black', 'dis_4'), 'right', ('blue', 'dis_2'), -33.0, False)
3674: (('black', 'dis_4'), 'right', ('blue', 'dis_3'), -34.0, False)
3675: (('black', 'dis_4'), 'right', ('blue', 'dis_4'), -35.0, False)
3676: (('black', 'dis_4'), 'right', ('red', 'dis_0'), -41.0, False)
3677: (('black', 'dis_4'), 'right', ('red', 'dis_1'), -42.0, False)
3678: (('black', 'dis_4'), 'right', ('red', 'dis_2'), -43.0, False)
3679: (('black', 'dis_4'), 'right', ('red', 'dis_3'), -44.0, False)
3680: (('black', 'dis_4'), 'right', ('red', 'dis_4'), 55.0, True)
3681: (('black', 'dis_4'), 'right', ('black', 'dis_0'), -1.0, False)
3682: (('black', 'dis_4'), 'right', ('black', 'dis_1'), -2.0, False)
3683: (('black', 'dis_4'), 'right', ('black', 'dis_2'), -3.0, False)
3684: (('black', 'dis_4'), 'right', ('black', 'dis_3'), -4.0, False)
3685: (('black', 'dis_4'), 'right', ('black', 'dis_4'), -5.0, False)
3686: (('black', 'dis_4'), 'right', ('brown', 'dis_0'), 99.0, False)
3687: (('black', 'dis_4'), 'right', ('brown', 'dis_1'), 98.0, False)
3688: (('black', 'dis_4'), 'right', ('brown', 'dis_2'), 97.0, False)
3689: (('black', 'dis_4'), 'right', ('brown', 'dis_3'), 96.0, False)
3690: (('black', 'dis_4'), 'right', ('brown', 'dis_4'), 95.0, False)
3691: (('black', 'dis_4'), 'left', ('white', 'dis_0'), -11.0, False)
3692: (('black', 'dis_4'), 'left', ('white', 'dis_1'), -12.0, False)
3693: (('black', 'dis_4'), 'left', ('white', 'dis_2'), -13.0, False)
3694: (('black', 'dis_4'), 'left', ('white', 'dis_3'), -14.0, False)
3695: (('black', 'dis_4'), 'left', ('white', 'dis_4'), -15.0, False)
3696: (('black', 'dis_4'), 'left', ('yellow', 'dis_0'), -21.0, False)
3697: (('black', 'dis_4'), 'left', ('yellow', 'dis_1'), -22.0, False)
3698: (('black', 'dis_4'), 'left', ('yellow', 'dis_2'), -23.0, False)
3699: (('black', 'dis_4'), 'left', ('yellow', 'dis_3'), -24.0, False)
3700: (('black', 'dis_4'), 'left', ('yellow', 'dis_4'), -25.0, False)
3701: (('black', 'dis_4'), 'left', ('blue', 'dis_0'), -31.0, False)
3702: (('black', 'dis_4'), 'left', ('blue', 'dis_1'), -32.0, False)
3703: (('black', 'dis_4'), 'left', ('blue', 'dis_2'), -33.0, False)
3704: (('black', 'dis_4'), 'left', ('blue', 'dis_3'), -34.0, False)
3705: (('black', 'dis_4'), 'left', ('blue', 'dis_4'), -35.0, False)
3706: (('black', 'dis_4'), 'left', ('red', 'dis_0'), -41.0, False)
3707: (('black', 'dis_4'), 'left', ('red', 'dis_1'), -42.0, False)
3708: (('black', 'dis_4'), 'left', ('red', 'dis_2'), -43.0, False)
3709: (('black', 'dis_4'), 'left', ('red', 'dis_3'), -44.0, False)
3710: (('black', 'dis_4'), 'left', ('red', 'dis_4'), 55.0, True)
3711: (('black', 'dis_4'), 'left', ('black', 'dis_0'), -1.0, False)
3712: (('black', 'dis_4'), 'left', ('black', 'dis_1'), -2.0, False)
3713: (('black', 'dis_4'), 'left', ('black', 'dis_2'), -3.0, False)
3714: (('black', 'dis_4'), 'left', ('black', 'dis_3'), -4.0, False)
3715: (('black', 'dis_4'), 'left', ('black', 'dis_4'), -5.0, False)
3716: (('black', 'dis_4'), 'left', ('brown', 'dis_0'), 99.0, False)
3717: (('black', 'dis_4'), 'left', ('brown', 'dis_1'), 98.0, False)
3718: (('black', 'dis_4'), 'left', ('brown', 'dis_2'), 97.0, False)
3719: (('black', 'dis_4'), 'left', ('brown', 'dis_3'), 96.0, False)
3720: (('black', 'dis_4'), 'left', ('brown', 'dis_4'), 95.0, False)
3721: (('black', 'dis_4'), 'stop', ('white', 'dis_0'), -11.0, False)
3722: (('black', 'dis_4'), 'stop', ('white', 'dis_1'), -12.0, False)
3723: (('black', 'dis_4'), 'stop', ('white', 'dis_2'), -13.0, False)
3724: (('black', 'dis_4'), 'stop', ('white', 'dis_3'), -14.0, False)
3725: (('black', 'dis_4'), 'stop', ('white', 'dis_4'), -15.0, False)
3726: (('black', 'dis_4'), 'stop', ('yellow', 'dis_0'), -21.0, False)
3727: (('black', 'dis_4'), 'stop', ('yellow', 'dis_1'), -22.0, False)
3728: (('black', 'dis_4'), 'stop', ('yellow', 'dis_2'), -23.0, False)
3729: (('black', 'dis_4'), 'stop', ('yellow', 'dis_3'), -24.0, False)
3730: (('black', 'dis_4'), 'stop', ('yellow', 'dis_4'), -25.0, False)
3731: (('black', 'dis_4'), 'stop', ('blue', 'dis_0'), -31.0, False)
3732: (('black', 'dis_4'), 'stop', ('blue', 'dis_1'), -32.0, False)
3733: (('black', 'dis_4'), 'stop', ('blue', 'dis_2'), -33.0, False)
3734: (('black', 'dis_4'), 'stop', ('blue', 'dis_3'), -34.0, False)
3735: (('black', 'dis_4'), 'stop', ('blue', 'dis_4'), -35.0, False)
3736: (('black', 'dis_4'), 'stop', ('red', 'dis_0'), -41.0, False)
3737: (('black', 'dis_4'), 'stop', ('red', 'dis_1'), -42.0, False)
3738: (('black', 'dis_4'), 'stop', ('red', 'dis_2'), -43.0, False)
3739: (('black', 'dis_4'), 'stop', ('red', 'dis_3'), -44.0, False)
3740: (('black', 'dis_4'), 'stop', ('red', 'dis_4'), 55.0, True)
3741: (('black', 'dis_4'), 'stop', ('black', 'dis_0'), -1.0, False)
3742: (('black', 'dis_4'), 'stop', ('black', 'dis_1'), -2.0, False)
3743: (('black', 'dis_4'), 'stop', ('black', 'dis_2'), -3.0, False)
3744: (('black', 'dis_4'), 'stop', ('black', 'dis_3'), -4.0, False)
3745: (('black', 'dis_4'), 'stop', ('black', 'dis_4'), -5.0, False)
3746: (('black', 'dis_4'), 'stop', ('brown', 'dis_0'), 99.0, False)
3747: (('black', 'dis_4'), 'stop', ('brown', 'dis_1'), 98.0, False)
3748: (('black', 'dis_4'), 'stop', ('brown', 'dis_2'), 97.0, False)
3749: (('black', 'dis_4'), 'stop', ('brown', 'dis_3'), 96.0, False)
3750: (('black', 'dis_4'), 'stop', ('brown', 'dis_4'), 95.0, False)
3751: (('brown', 'dis_0'), 'forward', ('white', 'dis_0'), 9.0, False)
3752: (('brown', 'dis_0'), 'forward', ('white', 'dis_1'), 8.0, False)
3753: (('brown', 'dis_0'), 'forward', ('white', 'dis_2'), 7.0, False)
3754: (('brown', 'dis_0'), 'forward', ('white', 'dis_3'), 6.0, False)
3755: (('brown', 'dis_0'), 'forward', ('white', 'dis_4'), 5.0, False)
3756: (('brown', 'dis_0'), 'forward', ('yellow', 'dis_0'), 19.0, False)
3757: (('brown', 'dis_0'), 'forward', ('yellow', 'dis_1'), 18.0, False)
3758: (('brown', 'dis_0'), 'forward', ('yellow', 'dis_2'), 17.0, False)
3759: (('brown', 'dis_0'), 'forward', ('yellow', 'dis_3'), 16.0, False)
3760: (('brown', 'dis_0'), 'forward', ('yellow', 'dis_4'), 15.0, False)
3761: (('brown', 'dis_0'), 'forward', ('blue', 'dis_0'), 29.0, False)
3762: (('brown', 'dis_0'), 'forward', ('blue', 'dis_1'), 28.0, False)
3763: (('brown', 'dis_0'), 'forward', ('blue', 'dis_2'), 27.0, False)
3764: (('brown', 'dis_0'), 'forward', ('blue', 'dis_3'), 26.0, False)
3765: (('brown', 'dis_0'), 'forward', ('blue', 'dis_4'), 25.0, False)
3766: (('brown', 'dis_0'), 'forward', ('red', 'dis_0'), 39.0, False)
3767: (('brown', 'dis_0'), 'forward', ('red', 'dis_1'), 38.0, False)
3768: (('brown', 'dis_0'), 'forward', ('red', 'dis_2'), 37.0, False)
3769: (('brown', 'dis_0'), 'forward', ('red', 'dis_3'), 36.0, False)
3770: (('brown', 'dis_0'), 'forward', ('red', 'dis_4'), 135.0, True)
3771: (('brown', 'dis_0'), 'forward', ('black', 'dis_0'), 49.0, False)
3772: (('brown', 'dis_0'), 'forward', ('black', 'dis_1'), 48.0, False)
3773: (('brown', 'dis_0'), 'forward', ('black', 'dis_2'), 47.0, False)
3774: (('brown', 'dis_0'), 'forward', ('black', 'dis_3'), 46.0, False)
3775: (('brown', 'dis_0'), 'forward', ('black', 'dis_4'), 45.0, False)
3776: (('brown', 'dis_0'), 'forward', ('brown', 'dis_0'), -1.0, False)
3777: (('brown', 'dis_0'), 'forward', ('brown', 'dis_1'), -2.0, False)
3778: (('brown', 'dis_0'), 'forward', ('brown', 'dis_2'), -3.0, False)
3779: (('brown', 'dis_0'), 'forward', ('brown', 'dis_3'), -4.0, False)
3780: (('brown', 'dis_0'), 'forward', ('brown', 'dis_4'), -5.0, False)
3781: (('brown', 'dis_0'), 'backward', ('white', 'dis_0'), 9.0, False)
3782: (('brown', 'dis_0'), 'backward', ('white', 'dis_1'), 8.0, False)
3783: (('brown', 'dis_0'), 'backward', ('white', 'dis_2'), 7.0, False)
3784: (('brown', 'dis_0'), 'backward', ('white', 'dis_3'), 6.0, False)
3785: (('brown', 'dis_0'), 'backward', ('white', 'dis_4'), 5.0, False)
3786: (('brown', 'dis_0'), 'backward', ('yellow', 'dis_0'), 19.0, False)
3787: (('brown', 'dis_0'), 'backward', ('yellow', 'dis_1'), 18.0, False)
3788: (('brown', 'dis_0'), 'backward', ('yellow', 'dis_2'), 17.0, False)
3789: (('brown', 'dis_0'), 'backward', ('yellow', 'dis_3'), 16.0, False)
3790: (('brown', 'dis_0'), 'backward', ('yellow', 'dis_4'), 15.0, False)
3791: (('brown', 'dis_0'), 'backward', ('blue', 'dis_0'), 29.0, False)
3792: (('brown', 'dis_0'), 'backward', ('blue', 'dis_1'), 28.0, False)
3793: (('brown', 'dis_0'), 'backward', ('blue', 'dis_2'), 27.0, False)
3794: (('brown', 'dis_0'), 'backward', ('blue', 'dis_3'), 26.0, False)
3795: (('brown', 'dis_0'), 'backward', ('blue', 'dis_4'), 25.0, False)
3796: (('brown', 'dis_0'), 'backward', ('red', 'dis_0'), 39.0, False)
